,sku,short_name,name,parent_sku,status,category,sub_category,is_family_head,is_individual,product_code,is_deleted
1074,early-autumn-202409,,Early Autumn Denim Canvas Shoes -Test 0,early-autumn-202409-main,Active,,,False,True,,False
1076,early-autumn-202499,,Early Autumn Denim Canvas Shoes -Test / Early Autumn Denim Canvas Shoes -Test 0,early-autumn-denim-canvas-shoes,Active,,,False,True,,False
1077,MindTestProduct-12345,,MindTestProduct-12345 0,MindTestProduct-12345-main,Active,,,False,True,,False
1079,MindTestProduct-67890,,MindTestProduct-67890 0,MindTestProduct-67890-main,Active,,,False,True,,False
1081,SMT_ATR_BLOCKEDITSELLER011,,SMT_ATR_BLOCKEDITSELLER01 / SMT_ATR_BLOCKEDITSELLER01 5.5,SMT_ATR_BLOCKEDITSELLER011-main,Active,,,False,True,,False
1082,SMT_ATR_BLOCKEDITSELLER012,,SMT_ATR_BLOCKEDITSELLER01 / SMT_ATR_BLOCKEDITSELLER01 7.5,SMT_ATR_BLOCKEDITSELLER011-main,Active,,,False,True,,False
1084,Nisubisi-M,,Nisubisi / Nisubisi M,Nisubisi-M-main,Active,,,False,True,,False
1085,Nisubisi-L,,Nisubisi / Nisubisi L,Nisubisi-M-main,Active,,,False,True,,False
1087,SMT_REMV_0011,,SMT_REMV_001 / SMT_REMV_001 5.5,SMT_REMV_0011-main,Active,,,False,True,,False
1088,SMT_REMV_0012,,SMT_REMV_001 / SMT_REMV_001 6,SMT_REMV_0011-main,Active,,,False,True,,False
1089,test-2623452345,,SMT_REMV_001 / SMT_REMV_001 9.5,SMT_REMV_0011-main,Active,,,False,True,,False
1090,test-25325,,SMT_REMV_001 / SMT_REMV_001 10.5,SMT_REMV_0011-main,Active,,,False,True,,False
1091,test-124124124312431243,,SMT_REMV_001 / SMT_REMV_001 6.5,SMT_REMV_0011-main,Active,,,False,True,,False
1092,test-133412412431234,,SMT_REMV_001 / SMT_REMV_001 7,SMT_REMV_0011-main,Active,,,False,True,,False
1093,test-sku-125,,SMT_REMV_001 / SMT_REMV_001 8,SMT_REMV_0011-main,Active,,,False,True,,False
1095,test-1-sku,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 11,test-1-sku-main,Active,,,False,True,,False
1096,test-2-sku,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 12,test-1-sku-main,Active,,,False,True,,False
1097,test-unique-test-2,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 9,test-1-sku-main,Active,,,False,True,,False
1098,test-unique-test-1_DELETED_2024-09-08_14-08-51,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt --No Longer Valid Value--,test-1-sku-main,Active,,,False,True,,False
1100,variations-test-1,,Hello world 5.5,variations-test-1-main,Active,,,False,True,,False
1102,NOODLES-12345-main,,LEANguini Alfredo MontAmoré Default One Size,NOODLES-12345-main-main,Active,,,False,True,,False
1104,early-autumn-denim,,Early Autumn Denim Canvas Shoes -Test 0,early-autumn-denim-main,Active,,,False,True,,False
1106,SAG-0.190001,,ECG MACHINE W/ ACCY1,SAG-0.190001,Active,,,False,True,,False
1107,SAG-0.190001-Box,,ECG MACHINE W/ ACCY1-Box,SAG-0.190001,Active,,,False,False,,False
1108,8885019320408,,"Mind Matters EXTREME Micro SD Card 16GB, 32GB, 64GB UHS-I U3 up to 170MB/s FREE READER & TRAVEL CASE 64GB Micro SDXC",8885019320415-main,Active,,,False,True,,False
1109,SAG-0.190000,,ECG MACHINE W/ ACCY,SAG-0.190000,Active,,,False,True,0 . 190000,False
1110,SAG-0.190000-Box,,ECG MACHINE W/ ACCY-Box,SAG-0.190000,Active,,,False,False,0 . 190000,False
1111,TEST-CLONE-PRODUCT,,Test Clone Product,TEST-CLONE-PRODUCT,Active,,,False,True,,False
1112,SKUTestone,,Test Product One,SKUTestone,Active,,,False,True,,False
1113,RR0001,,Red Rice,RR0001,Active,,,False,True,,False
1114,RR0001-Box,,Red Rice-Box,RR0001,Active,,,False,False,,False
1115,RR0001-CARTON,,Red Rice-CARTON,RR0001,Active,,,False,False,,False
1116,Brown002,,Test Group Package Brown,Brown002-main,Active,,,False,True,,False
