,sku,short_name,name,parent_sku,status,category,sub_category,is_family_head,is_individual,product_code,is_deleted
0,000000006304574010,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 8.5,000000006304574011-main,Active,,,False,True,,False
1,000000006304574003,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 9,000000006304574011-main,Active,,,False,True,,False
2,000000006304574012,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 9.5,000000006304574011-main,Active,,,False,True,,False
3,Black-2,,Shirts Black,Black-2-main,Active,1.0,5.0,False,True,,False
4,000000006304574004,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 10,000000006304574011-main,Active,,,False,True,,False
5,000000006304574014,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 10.5,000000006304574011-main,Active,,,False,True,,False
6,000000006304574005,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 11,000000006304574011-main,Active,,,False,True,,False
7,000000006304574006,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 12,000000006304574011-main,Active,,,False,True,,False
8,000000006304574016,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 12.5,000000006304574011-main,Active,,,False,True,,False
9,000000006304574015,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 11.5,000000006304574011-main,Active,,,False,True,,False
10,000000006304574017,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 13,000000006304574011-main,Active,,,False,True,,False
12,000000006304520001,,Bar Minibag One Size,000000006304520001-main,Active,,,False,True,,False
14,000000006304722001,,Pennant Minibag One Size,000000006304722001-main,Active,,,False,True,,False
16,000000006304707001,,Bar Crossbody Bag One Size,000000006304707001-main,Active,,,False,True,,False
18,000000006304710001,,Bar Tote Bag One Size,000000006304710001-main,Active,,,False,True,,False
21,000000006304517001,,Bar Tote Bag One Size,000000006304517001-main,Active,,,False,True,,False
22,000000006304580001,,Bar Tote Bag One Size,000000006304580001-main,Active,,,False,True,,False
24,000000006304711001,,Bar Tote Bag One Size,000000006304711001-main,Active,,,False,True,,False
26,000000006304739001,,Bar Bucket Bag One Size,000000006304739001-main,Active,,,False,True,,False
27,RED14001,,Test Lazada T Shirt Red US:14,2675157186-1677568199122-3-main,Active,,,False,True,,False
29,400,,Early Autumn Denim Canvas Shoes -Test / black · 6.5,early-autumn-denim-canvas-shoes,Active,,,False,True,,False
31,243,,Long Sleeve Sweatshirt with letter / grey · M,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
32,241,,Long Sleeve Sweatshirt with letter / grey · S,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
33,244,,Long Sleeve Sweatshirt with letter / black · L,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
34,245,,Long Sleeve Sweatshirt with letter / grey · L,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
35,209001YellowS,,Solid Pocket Sleeveless Ruffle Hem Tank Dress Plain Belted Shirt Collar Arc Hem Roll Batwing Sleeve / Yellow · S,contrast-tie-dye-loose-three-quarter-sleeve-suit,Active,,,False,True,,False
36,209001YellowXL-31,,Solid Pocket Sleeveless Ruffle Hem Tank Dress Plain Belted Shirt Collar Arc Hem Roll Batwing Sleeve / Yellow · XL,contrast-tie-dye-loose-three-quarter-sleeve-suit,Active,,,False,True,,False
37,209001PinkM-46,,Solid Pocket Sleeveless Ruffle Hem Tank Dress Plain Belted Shirt Collar Arc Hem Roll Batwing Sleeve / Pink · M,contrast-tie-dye-loose-three-quarter-sleeve-suit,Active,,,False,True,,False
39,240,,Long Sleeve Sweatshirt with letter / black · S,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
41,242,,Long Sleeve Sweatshirt with letter / black · M,long-sleeve-sweatshirt-with-letter,Active,,,False,True,,False
42,NOODLES-12345,,LEANguini Alfredo MontAmoré Default,noodles-12345-main,Active,,,False,True,,False
44,Fish1,,"Fish Broast With Fish, Plain Flour, Corn Flour, Baking Powder, Salt, Soya Sauce Default / Default",fish1-main,Active,,,False,True,,False
45,Fish2,,"Fish Broast With Fish, Plain Flour, Corn Flour, Baking Powder, Salt, Soya Sauce Default / Fish2",fish1-main,Active,,,False,True,,False
47,000000006304765001,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 2,000000006304765001-main,Active,,,False,True,,False
48,000000006304882002,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 85 cm,000000006304882002-main,Active,,,False,True,,False
49,000000006304882003,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 90 cm,000000006304882002-main,Active,,,False,True,,False
50,000000006304882004,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 95 cm,000000006304882002-main,Active,,,False,True,,False
51,000000006304882001,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 100 cm,000000006304882002-main,Active,,,False,True,,False
52,000000006304882005,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 105 cm,000000006304882002-main,Active,,,False,True,,False
53,000000006304882006,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 110 cm,000000006304882002-main,Active,,,False,True,,False
54,000000006304882007,,Emblem Fixed 35mm Dress Belt / Emblem Fixed 35mm Dress Belt 120 cm,000000006304882002-main,Active,,,False,True,,False
56,000000006304547001,,Lago Briefcase One Size,000000006304547001-main,Active,,,False,True,,False
58,000000006304548001,,Pennant Briefcase One Size,000000006304548001-main,Active,,,False,True,,False
60,000000006304883007,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 80 cm,000000006304883007-main,Active,,,False,True,,False
61,000000006304883002,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 85 cm,000000006304883007-main,Active,,,False,True,,False
62,000000006304883003,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 90 cm,000000006304883007-main,Active,,,False,True,,False
64,000000006304883004,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 95 cm,000000006304883007-main,Active,,,False,True,,False
65,000000006304883001,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 100 cm,000000006304883007-main,Active,,,False,True,,False
67,000000006304883005,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 105 cm,000000006304883007-main,Active,,,False,True,,False
68,000000006304883006,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 110 cm,000000006304883007-main,Active,,,False,True,,False
69,000000006304883008,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 115 cm,000000006304883007-main,Active,,,False,True,,False
70,000000006304883009,,Bally Iconic 35mm Belt / Bally Iconic 35mm Belt 120 cm,000000006304883007-main,Active,,,False,True,,False
72,000000006304869002,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 85 cm,000000006304869002-main,Active,,,False,True,,False
73,000000006304869003,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 90 cm,000000006304869002-main,Active,,,False,True,,False
74,000000006304869004,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 95 cm,000000006304869002-main,Active,,,False,True,,False
75,000000006304869001,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 100 cm,000000006304869002-main,Active,,,False,True,,False
76,000000006304869005,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 105 cm,000000006304869002-main,Active,,,False,True,,False
77,000000006304869006,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 110 cm,000000006304869002-main,Active,,,False,True,,False
78,000000006304869007,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 115 cm,000000006304869002-main,Active,,,False,True,,False
79,000000006304869008,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 120 cm,000000006304869002-main,Active,,,False,True,,False
81,000000006304870002,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 85 cm,000000006304870002-main,Active,,,False,True,,False
82,000000006304870003,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 90 cm,000000006304870002-main,Active,,,False,True,,False
83,000000006304870004,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 95 cm,000000006304870002-main,Active,,,False,True,,False
84,000000006304870001,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 100 cm,000000006304870002-main,Active,,,False,True,,False
85,000000006304870007,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 105 cm,000000006304870002-main,Active,,,False,True,,False
86,000000006304870005,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 110 cm,000000006304870002-main,Active,,,False,True,,False
87,000000006304870006,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 115 cm,000000006304870002-main,Active,,,False,True,,False
88,000000006304870008,,Casual Fixed 40mm Belt / Casual Fixed 40mm Belt 120 cm,000000006304870002-main,Active,,,False,True,,False
90,000000006304608001,,Ribbon Crossbody Bag One Size,000000006304608001-main,Active,,,False,True,,False
92,000000006304838001,,Gare Crossbody Bag One Size,000000006304838001-main,Active,,,False,True,,False
94,000000006304873002,,Adjustable 35mm Dress Belt / Adjustable 35mm Dress Belt 95 cm,000000006304873002-main,Active,,,False,True,,False
95,000000006304873001,,Adjustable 35mm Dress Belt / Adjustable 35mm Dress Belt 110 cm,000000006304873002-main,Active,,,False,True,,False
97,000000006304849001,,Lago Backpack One Size,000000006304849001-main,Active,,,False,True,,False
99,000000006304854001,,Bar Backpack One Size,000000006304854001-main,Active,,,False,True,,False
101,000000006304856001,,Pennant Backpack One Size,000000006304856001-main,Active,,,False,True,,False
103,000000006304857001,,Banque Clutch One Size,000000006304857001-main,Active,,,False,True,,False
105,000000006304859001,,Pennant Clutch One Size,000000006304859001-main,Active,,,False,True,,False
107,000000006304865001,,Bar Weekender One Size,000000006304865001-main,Active,,,False,True,,False
109,000000006304886001,,Ribbon Business Card Holder One Size,000000006304886001-main,Active,,,False,True,,False
111,000000006304887001,,Ribbon Card Holder One Size,000000006304887001-main,Active,,,False,True,,False
113,000000006304889001,,Speciale Card Holder One Size,000000006304889001-main,Active,,,False,True,,False
115,000000006304909001,,Ribbon Continental Wallet One Size,000000006304909001-main,Active,,,False,True,,False
117,000000006304911001,,Speciale Continental Wallet One Size,000000006304911001-main,Active,,,False,True,,False
119,000000006304669026,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 5,000000006304669026-main,Active,,,False,True,,False
120,000000006304669032,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 5.5,000000006304669026-main,Active,,,False,True,,False
121,000000006304669002,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 6,000000006304669026-main,Active,,,False,True,,False
122,000000006304669003,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 6.5,000000006304669026-main,Active,,,False,True,,False
123,000000006304669004,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 7,000000006304669026-main,Active,,,False,True,,False
124,000000006304669005,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 7.5,000000006304669026-main,Active,,,False,True,,False
125,000000006304669006,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 8,000000006304669026-main,Active,,,False,True,,False
126,000000006304669007,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 8.5,000000006304669026-main,Active,,,False,True,,False
127,000000006304669008,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 9,000000006304669026-main,Active,,,False,True,,False
128,000000006304669012,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 9.5,000000006304669026-main,Active,,,False,True,,False
129,000000006304669001,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 10,000000006304669026-main,Active,,,False,True,,False
130,000000006304669009,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 10.5,000000006304669026-main,Active,,,False,True,,False
131,000000006304669010,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 11,000000006304669026-main,Active,,,False,True,,False
132,000000006304669020,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 11.5,000000006304669026-main,Active,,,False,True,,False
133,000000006304669011,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 12,000000006304669026-main,Active,,,False,True,,False
134,000000006304669022,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 12.5,000000006304669026-main,Active,,,False,True,,False
135,000000006304669023,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 13,000000006304669026-main,Active,,,False,True,,False
137,000000006304765008,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 2.5,000000006304765001-main,Active,,,False,True,,False
138,000000006304765002,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 3,000000006304765001-main,Active,,,False,True,,False
139,000000006304765003,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 3.5,000000006304765001-main,Active,,,False,True,,False
140,000000006304669024,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 4,000000006304669024-main,Active,,,False,True,,False
141,000000006304669025,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 4.5,000000006304669024-main,Active,,,False,True,,False
142,000000006304669013,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 5,000000006304669024-main,Active,,,False,True,,False
143,000000006304669027,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 5.5,000000006304669024-main,Active,,,False,True,,False
144,000000006304669014,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 6,000000006304669024-main,Active,,,False,True,,False
145,000000006304669028,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 6.5,000000006304669024-main,Active,,,False,True,,False
146,000000006304669015,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 7,000000006304669024-main,Active,,,False,True,,False
147,000000006304669029,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 7.5,000000006304669024-main,Active,,,False,True,,False
148,000000006304669016,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 8,000000006304669024-main,Active,,,False,True,,False
149,000000006304669030,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 8.5,000000006304669024-main,Active,,,False,True,,False
150,000000006304669017,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 9,000000006304669024-main,Active,,,False,True,,False
151,000000006304669031,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 9.5,000000006304669024-main,Active,,,False,True,,False
152,000000006304669018,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 10,000000006304669024-main,Active,,,False,True,,False
153,000000006304669019,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 11,000000006304669024-main,Active,,,False,True,,False
154,000000006304669021,,Kerbs Drivers Wide Fit / Kerbs Drivers Wide Fit 12,000000006304669024-main,Active,,,False,True,,False
156,000000006304565027,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 5,000000006304565027-main,Active,,,False,True,,False
157,000000006304565013,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 6,000000006304565027-main,Active,,,False,True,,False
158,000000006304565014,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 6.5,000000006304565027-main,Active,,,False,True,,False
159,000000006304565002,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 7,000000006304565027-main,Active,,,False,True,,False
160,000000006304565015,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 7.5,000000006304565027-main,Active,,,False,True,,False
161,000000006304565003,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 8,000000006304565027-main,Active,,,False,True,,False
162,000000006304565016,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 8.5,000000006304565027-main,Active,,,False,True,,False
163,000000006304565004,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 9,000000006304565027-main,Active,,,False,True,,False
164,000000006304565030,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 9.5,000000006304565027-main,Active,,,False,True,,False
165,000000006304565001,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 10,000000006304565027-main,Active,,,False,True,,False
166,000000006304565019,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 10.5,000000006304565027-main,Active,,,False,True,,False
167,000000006304565021,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 11,000000006304565027-main,Active,,,False,True,,False
168,000000006304565022,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 11.5,000000006304565027-main,Active,,,False,True,,False
169,000000006304565023,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 12,000000006304565027-main,Active,,,False,True,,False
170,000000006304565024,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 12.5,000000006304565027-main,Active,,,False,True,,False
171,000000006304565025,,Scribe Oxford Shoes Standard Fit / Scribe Oxford Shoes Standard Fit 13,000000006304565027-main,Active,,,False,True,,False
173,000000006304565026,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 4,000000006304565026-main,Active,,,False,True,,False
174,000000006304565017,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 5,000000006304565026-main,Active,,,False,True,,False
175,000000006304565028,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 5.5,000000006304565026-main,Active,,,False,True,,False
176,000000006304565007,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 6,000000006304565026-main,Active,,,False,True,,False
177,000000006304565029,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 6.5,000000006304565026-main,Active,,,False,True,,False
178,000000006304565008,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 7,000000006304565026-main,Active,,,False,True,,False
179,000000006304565018,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 7.5,000000006304565026-main,Active,,,False,True,,False
180,000000006304565009,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 8,000000006304565026-main,Active,,,False,True,,False
181,000000006304565010,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 8.5,000000006304565026-main,Active,,,False,True,,False
182,000000006304565011,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 9,000000006304565026-main,Active,,,False,True,,False
183,000000006304565012,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 9.5,000000006304565026-main,Active,,,False,True,,False
184,000000006304565005,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 10,000000006304565026-main,Active,,,False,True,,False
185,000000006304565020,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 10.5,000000006304565026-main,Active,,,False,True,,False
186,000000006304565006,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 11,000000006304565026-main,Active,,,False,True,,False
187,000000006304565031,,Scribe Oxford Shoes Wide Fit / Scribe Oxford Shoes Wide Fit 12,000000006304565026-main,Active,,,False,True,,False
189,000000006304682027,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 5,000000006304682027-main,Active,,,False,True,,False
190,000000006304682028,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 5.5,000000006304682027-main,Active,,,False,True,,False
191,000000006304682001,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 6,000000006304682027-main,Active,,,False,True,,False
192,000000006304682002,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 6.5,000000006304682027-main,Active,,,False,True,,False
193,000000006304682003,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 7,000000006304682027-main,Active,,,False,True,,False
194,000000006304682004,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 7.5,000000006304682027-main,Active,,,False,True,,False
195,000000006304682005,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 8,000000006304682027-main,Active,,,False,True,,False
196,000000006304682006,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 8.5,000000006304682027-main,Active,,,False,True,,False
197,000000006304682007,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 9,000000006304682027-main,Active,,,False,True,,False
198,000000006304682025,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 9.5,000000006304682027-main,Active,,,False,True,,False
199,000000006304682008,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 10,000000006304682027-main,Active,,,False,True,,False
200,000000006304682010,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 10.5,000000006304682027-main,Active,,,False,True,,False
201,000000006304682011,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 11,000000006304682027-main,Active,,,False,True,,False
202,000000006304682012,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 11.5,000000006304682027-main,Active,,,False,True,,False
203,000000006304682013,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 12,000000006304682027-main,Active,,,False,True,,False
204,000000006304682014,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 12.5,000000006304682027-main,Active,,,False,True,,False
205,000000006304682015,,Scribe Loafers Standard Fit / Scribe Loafers Standard Fit 13,000000006304682027-main,Active,,,False,True,,False
207,000000006304682016,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 5,000000006304682016-main,Active,,,False,True,,False
208,000000006304682017,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 5.5,000000006304682016-main,Active,,,False,True,,False
209,000000006304682018,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 6,000000006304682016-main,Active,,,False,True,,False
210,000000006304682019,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 6.5,000000006304682016-main,Active,,,False,True,,False
211,000000006304682020,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 7,000000006304682016-main,Active,,,False,True,,False
212,000000006304682021,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 7.5,000000006304682016-main,Active,,,False,True,,False
213,000000006304682022,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 8,000000006304682016-main,Active,,,False,True,,False
214,000000006304682023,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 8.5,000000006304682016-main,Active,,,False,True,,False
215,000000006304682024,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 9,000000006304682016-main,Active,,,False,True,,False
216,000000006304682029,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 9.5,000000006304682016-main,Active,,,False,True,,False
217,000000006304682009,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 10,000000006304682016-main,Active,,,False,True,,False
218,000000006304682030,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 10.5,000000006304682016-main,Active,,,False,True,,False
219,000000006304682026,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 11,000000006304682016-main,Active,,,False,True,,False
220,000000006304682031,,Scribe Loafers Wide Fit / Scribe Loafers Wide Fit 11.5,000000006304682016-main,Active,,,False,True,,False
222,000000006304686027,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 5,000000006304686027-main,Active,,,False,True,,False
223,000000006304686001,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 6,000000006304686027-main,Active,,,False,True,,False
224,000000006304686002,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 6.5,000000006304686027-main,Active,,,False,True,,False
225,000000006304686003,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 7,000000006304686027-main,Active,,,False,True,,False
226,000000006304686004,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 7.5,000000006304686027-main,Active,,,False,True,,False
227,000000006304686005,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 8,000000006304686027-main,Active,,,False,True,,False
228,000000006304686006,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 8.5,000000006304686027-main,Active,,,False,True,,False
229,000000006304686007,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 9,000000006304686027-main,Active,,,False,True,,False
230,000000006304686028,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 9.5,000000006304686027-main,Active,,,False,True,,False
231,000000006304686017,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 10,000000006304686027-main,Active,,,False,True,,False
232,000000006304686019,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 10.5,000000006304686027-main,Active,,,False,True,,False
233,000000006304686020,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 11,000000006304686027-main,Active,,,False,True,,False
234,000000006304686021,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 11.5,000000006304686027-main,Active,,,False,True,,False
235,000000006304686022,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 12,000000006304686027-main,Active,,,False,True,,False
236,000000006304686023,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 12.5,000000006304686027-main,Active,,,False,True,,False
237,000000006304686024,,Suisse Loafers Standard Fit / Suisse Loafers Standard Fit 13,000000006304686027-main,Active,,,False,True,,False
240,000000006304686025,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 4,000000006304686025-main,Active,,,False,True,,False
241,000000006304686026,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 4.5,000000006304686025-main,Active,,,False,True,,False
242,000000006304686008,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 5,000000006304686025-main,Active,,,False,True,,False
243,000000006304686009,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 5.5,000000006304686025-main,Active,,,False,True,,False
244,000000006304686010,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 6,000000006304686025-main,Active,,,False,True,,False
245,000000006304686011,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 6.5,000000006304686025-main,Active,,,False,True,,False
246,000000006304686012,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 7,000000006304686025-main,Active,,,False,True,,False
247,000000006304686013,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 7.5,000000006304686025-main,Active,,,False,True,,False
248,000000006304686014,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 8,000000006304686025-main,Active,,,False,True,,False
249,000000006304686015,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 8.5,000000006304686025-main,Active,,,False,True,,False
250,000000006304686016,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 9,000000006304686025-main,Active,,,False,True,,False
252,000000006304686029,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 9.5,000000006304686025-main,Active,,,False,True,,False
253,000000006304686018,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 10,000000006304686025-main,Active,,,False,True,,False
254,000000006304686031,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 10.5,000000006304686025-main,Active,,,False,True,,False
255,TESTRAVI08112021,,TEST RAVI 08-11-2021,TESTRAVI08112021-main,Active,,,False,True,,False
256,000000006304686030,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 11,000000006304686025-main,Active,,,False,True,,False
257,000000006304686032,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 12,000000006304686025-main,Active,,,False,True,,False
258,000000006304686033,,Suisse Loafers Wide Fit / Suisse Loafers Wide Fit 13,000000006304686025-main,Active,,,False,True,,False
260,000000006304699013,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 11,000000006304699013-main,Active,,,False,True,,False
261,000000006304699014,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 11.5,000000006304699013-main,Active,,,False,True,,False
